ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
ABF69320BE3057AE,electric_bike,2022-01-10 18:14:32,2022-01-10 18:20:09,Larrabee St & Kingsbury St,TA1306000009,Desplaines St & Kinzie St,TA1306000003,41.89754816666667,-87.64319933333333,41.888716036,-87.6444478533,member
1EBF95B25BB5091A,classic_bike,2022-01-17 10:53:26,2022-01-17 11:05:48,Racine Ave & 15th St,13304,Clinton St & Jackson Blvd,638,41.861267,-87.656625,41.87831661183069,-87.64098107814789,member
5B906EE80AEA0D87,classic_bike,2022-01-27 17:29:22,2022-01-27 17:35:39,Sheffield Ave & Waveland Ave,TA1307000126,Ashland Ave & Grace St,13319,41.949399,-87.654529,41.950687,-87.6687,member
706CFE7AC6E3599F,classic_bike,2022-01-19 17:27:33,2022-01-19 17:36:02,Halsted St & 18th St,13099,Blue Island Ave & 18th St,13135,41.85750568031716,-87.64599144458771,41.857556,-87.661535,member
2D26D8A51105E4E4,electric_bike,2022-01-11 21:45:49,2022-01-11 21:50:59,Halsted St & Clybourn Ave,331,Sedgwick St & North Ave,TA1307000038,41.909513833333335,-87.64813,41.911386,-87.638677,casual
339CEE3F8BABFEA8,classic_bike,2022-01-04 12:24:05,2022-01-04 13:08:57,Ashland Ave & Grace St,13319,Ashland Ave & Grace St,13319,41.950687,-87.6687,41.950687,-87.6687,member
2789A8865AF8B5C5,classic_bike,2022-01-16 20:31:51,2022-01-16 20:37:17,Damen Ave & Leland Ave,TA1307000158,Paulina St & Montrose Ave,TA1309000021,41.967094,-87.679028,41.961507,-87.671387,member
A468B05CD592BA68,classic_bike,2022-01-02 13:11:24,2022-01-02 13:24:14,Wabash Ave & Wacker Pl,TA1307000131,State St & Van Buren St,TA1305000035,41.886875,-87.62603,41.877181,-87.627844,casual
08A73F9F6FFFC773,electric_bike,2022-01-21 20:29:34,2022-01-21 20:32:46,Wells St & Huron St,TA1306000012,Wells St & Elm St,KA1504000135,41.89472783333333,-87.63441616666667,41.903222,-87.634324,member
3C9269758EC9464D,electric_bike,2022-01-12 17:12:56,2022-01-12 17:27:53,Franklin St & Jackson Blvd,TA1305000025,Ashland Ave & Division St,13061,41.878107786,-87.635038733,41.90345,-87.667747,member
2E79418CB79585C7,classic_bike,2022-01-04 17:47:48,2022-01-04 18:06:21,Calumet Ave & 33rd St,13217,Emerald Ave & 31st St,TA1309000055,41.8349,-87.61793,41.838198,-87.645143,casual
1C2362DAD4090D8A,electric_bike,2022-01-03 00:12:42,2022-01-03 00:17:50,Indiana Ave & 31st St,TA1308000036,Indiana Ave & 40th St,13083,41.838817477,-87.621834636,41.82168,-87.6216,casual
BF7B4EFEECC6E672,classic_bike,2022-01-25 13:14:15,2022-01-25 13:37:19,Ashland Ave & Grace St,13319,Ashland Ave & Grace St,13319,41.950687,-87.6687,41.950687,-87.6687,member
677E6033DD34B958,classic_bike,2022-01-16 16:35:37,2022-01-16 16:45:56,Sheridan Rd & Buena Ave,TA1309000027,Racine Ave & Belmont Ave,TA1308000019,41.958494,-87.654966,41.939743,-87.658865,member
1C8DDF5A64A632DC,electric_bike,2022-01-29 15:37:29,2022-01-29 15:51:03,Wood St & Hubbard St,13432,Blue Island Ave & 18th St,13135,41.889784098,-87.67158103,41.857556,-87.661535,casual
94EF6639804B361C,classic_bike,2022-01-01 21:23:49,2022-01-01 22:15:23,Western Ave & 21st St,13091,Western Ave & 21st St,13091,41.854109,-87.685838,41.854109,-87.685838,casual
914D93599715FB77,classic_bike,2022-01-21 17:00:11,2022-01-21 17:05:48,Clinton St & Jackson Blvd,638,Aberdeen St & Monroe St,13156,41.87831661183069,-87.64098107814789,41.880419,-87.655519,member
1EFB6377FE801DEF,classic_bike,2022-01-29 06:29:53,2022-01-29 06:32:32,Glenwood Ave & Touhy Ave,525,Greenview Ave & Jarvis Ave,520,42.012701,-87.666058,42.015962,-87.66857,member
1384D54083418B1E,classic_bike,2022-01-06 21:59:08,2022-01-06 22:07:35,Racine Ave & 13th St,13165,Blue Island Ave & 18th St,13135,41.865054,-87.656959,41.857556,-87.661535,casual
E0EF1AF6CE2C3D1E,electric_bike,2022-01-12 17:58:04,2022-01-12 18:17:09,Racine Ave & Washington Blvd,654,Sheffield Ave & Wrightwood Ave,TA1309000023,41.883093333333335,-87.657034,41.928712,-87.653833,member
5ADE68975368B141,classic_bike,2022-01-18 08:49:40,2022-01-18 08:55:14,Lake Park Ave & 56th St,TA1309000063,Kimbark Ave & 53rd St,TA1309000037,41.793242,-87.587782,41.799568,-87.594747,member
EFBFBDB04E145E53,classic_bike,2022-01-18 18:50:14,2022-01-18 18:52:48,Paulina St & 18th St,TA1307000159,Blue Island Ave & 18th St,13135,41.857901,-87.668745,41.857556,-87.661535,member
AFB9D08B354E0E69,electric_bike,2022-01-13 22:50:40,2022-01-13 23:05:10,Spaulding Ave & Armitage Ave,15650,Western Ave & Fillmore St,644,41.9170905,-87.71021516666667,41.868563,-87.686234,member
3D24CED3876F4115,classic_bike,2022-01-27 05:49:50,2022-01-27 05:53:13,Lake Park Ave & 56th St,TA1309000063,Lake Park Ave & 56th St,TA1309000063,41.793242,-87.587782,41.793242,-87.587782,casual
59B82577839342CD,classic_bike,2022-01-20 11:41:15,2022-01-20 11:45:45,Ashland Ave & Grand Ave,13434,Ada St & Washington Blvd,13353,41.891072,-87.666611,41.88283,-87.661206,member
2B0AAF2D696806FF,classic_bike,2022-01-01 11:42:03,2022-01-01 11:52:47,Ashland Ave & Grand Ave,13434,Ashland Ave & Blackhawk St,13224,41.891072,-87.666611,41.907066,-87.667252,member
20DADA739F06C869,classic_bike,2022-01-16 09:55:50,2022-01-16 10:04:26,Wolcott Ave & Polk St,TA1309000064,Ada St & Washington Blvd,13353,41.871262,-87.673688,41.88283,-87.661206,casual
053D19D7948BC10E,classic_bike,2022-01-21 13:36:10,2022-01-21 13:45:46,Eckhart Park,13289,Western Ave & Walton St,KA1504000103,41.89637337,-87.66098386,41.89841768945,-87.6865960164,member
99AF2541A91F804E,electric_bike,2022-01-09 15:23:46,2022-01-09 15:26:46,Wabash Ave & Grand Ave,TA1307000117,Fairbanks St & Superior St,18003,41.89133811,-87.626589537,41.895748,-87.620104,member
CA4D2E6EFB4C4EB5,classic_bike,2022-01-18 15:09:56,2022-01-18 15:26:53,Western Ave & 24th St,TA1309000003,Blue Island Ave & 18th St,13135,41.84847,-87.685109,41.857556,-87.661535,member
305237168F4892DA,classic_bike,2022-01-04 07:58:37,2022-01-04 08:04:00,Franklin St & Jackson Blvd,TA1305000025,Clark St & Lake St,KA1503000012,41.8777079559,-87.6353211408,41.88602082773,-87.6308760584,member
D37FF2290AB69148,classic_bike,2022-01-01 00:28:29,2022-01-01 00:42:13,Stony Island Ave & 67th St,KA1503000023,Perry Ave & 69th St,KA1503000047,41.77345849948,-87.5853397391,41.76929308995,-87.6281959291,casual
70C9DB9410449EBB,classic_bike,2022-01-11 12:05:22,2022-01-11 12:26:02,Racine Ave & 18th St,13164,Morgan St & Pershing Rd,16933,41.858166,-87.656495,41.823613,-87.650931,member
513AFC77F430DA72,classic_bike,2022-01-14 15:07:49,2022-01-14 15:25:53,Clinton St & Lake St,13021,Damen Ave & Cortland St,13133,41.885637,-87.641823,41.915983,-87.677335,member
EF11CBE37379031E,electric_bike,2022-01-31 17:30:43,2022-01-31 17:39:28,Broadway & Granville Ave,15571,Glenwood Ave & Morse Ave,KA1504000175,41.994586587,-87.660350919,42.00797192287,-87.6655023944,member
0B12F04B9CA9E674,classic_bike,2022-01-25 14:08:23,2022-01-25 14:14:15,Clark St & Bryn Mawr Ave,KA1504000151,Clark St & Winnemac Ave,TA1309000035,41.983593,-87.669154,41.97334764047304,-87.6678554713726,member
F0F19019457AAE0B,classic_bike,2022-01-24 12:44:33,2022-01-24 12:53:13,Clinton St & Roosevelt Rd,WL-008,May St & Taylor St,13160,41.8671177825,-87.6410879593,41.8694821,-87.6554864,member
D505B58A0A624955,classic_bike,2022-01-13 09:23:13,2022-01-13 09:39:58,Maplewood Ave & Peterson Ave,KA1504000130,Rockwell St & Eastwood Ave,KA1504000093,41.99023602867,-87.6933696402,41.96590013976,-87.6936384935,member
9565F258C31249E5,classic_bike,2022-01-09 02:52:40,2022-01-09 03:08:38,Damen Ave & Leland Ave,TA1307000158,Southport Ave & Roscoe St,13071,41.967094,-87.679028,41.943739,-87.66402,member
C8978F605EE892C0,classic_bike,2022-01-11 15:24:20,2022-01-11 15:27:56,Wabash Ave & Grand Ave,TA1307000117,St. Clair St & Erie St,13016,41.891466,-87.626761,41.89434513742426,-87.62279838323593,member
3133C5050EFDB3C3,classic_bike,2022-01-21 07:06:38,2022-01-21 07:17:32,Wells St & Concord Ln,TA1308000050,Wilton Ave & Diversey Pkwy,TA1306000014,41.912133,-87.634656,41.932418,-87.652705,member
A8ED89A7654A6591,classic_bike,2022-01-31 14:51:01,2022-01-31 14:51:38,Lake Park Ave & 56th St,TA1309000063,Lake Park Ave & 56th St,TA1309000063,41.793242,-87.587782,41.793242,-87.587782,member
04DC55E5B4EEFDC0,electric_bike,2022-01-12 16:01:17,2022-01-12 16:04:47,Lincoln Ave & Belle Plaine Ave,TA1309000026,Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,41.95605433333333,-87.68028933333333,41.961406,-87.676169,member
2ED1F3B4510BB456,electric_bike,2022-01-19 03:18:25,2022-01-19 03:29:24,Clark St & Drummond Pl,TA1307000142,Clark St & Chicago Ave,13303,41.931214,-87.64428033333333,41.89675,-87.63089,casual
2667E850CD26B1E7,electric_bike,2022-01-08 22:44:48,2022-01-08 23:05:21,Ashland Ave & Division St,13061,Central Park Ave & Elbridge Ave,15644,41.9033265,-87.6678085,41.93533728263,-87.7168892935,casual
86AADE8AF6B8A18B,electric_bike,2022-01-09 16:45:29,2022-01-09 16:55:20,Eckhart Park,13289,Franklin St & Chicago Ave,13017,41.89638333333333,-87.66101866666666,41.896746973093805,-87.63566762208939,casual
18D2858A8D8F1FC4,electric_bike,2022-01-13 11:41:34,2022-01-13 11:51:34,Eckhart Park,13289,Clark St & Lake St,KA1503000012,41.8963745,-87.66107833333334,41.88602082773,-87.6308760584,casual
944870BB5E01E244,electric_bike,2022-01-21 13:23:13,2022-01-21 13:33:42,Emerald Ave & 31st St,TA1309000055,Calumet Ave & 21st St,15546,41.838255833333335,-87.64513583333333,41.85418424947,-87.6191537415,member
56BD3BB71727FEF2,classic_bike,2022-01-13 14:59:08,2022-01-13 15:02:57,Shore Dr & 55th St,TA1308000009,Lake Park Ave & 56th St,TA1309000063,41.795212,-87.580715,41.793242,-87.587782,member
240551343C458D08,classic_bike,2022-01-02 14:25:56,2022-01-02 15:15:46,Shore Dr & 55th St,TA1308000009,Shore Dr & 55th St,TA1308000009,41.795212,-87.580715,41.795212,-87.580715,member
E65FE8D6EF398BAF,electric_bike,2022-01-31 14:05:57,2022-01-31 14:14:49,Halsted St & North Branch St,KA1504000117,Peoria St & Jackson Blvd,13158,41.899358034,-87.648486376,41.8776415962753,-87.64961779117584,member
70D9DD454845E7A1,classic_bike,2022-01-11 12:16:06,2022-01-11 12:30:21,LaSalle St & Jackson Blvd,TA1309000004,Wells St & Huron St,TA1306000012,41.878166,-87.631929,41.894722,-87.634362,member
164980A878DAD7D1,classic_bike,2022-01-12 16:11:05,2022-01-12 16:15:40,Wabash Ave & Grand Ave,TA1307000117,Clark St & Chicago Ave,13303,41.891466,-87.626761,41.89675,-87.63089,member
76236AF330B6BE12,electric_bike,2022-01-16 17:43:23,2022-01-16 18:03:05,Ashland Ave & Grace St,13319,Ashland Ave & Grace St,13319,41.95070883333333,-87.66872566666666,41.950687,-87.6687,member
587AF0CB5798643C,classic_bike,2022-01-17 11:38:27,2022-01-17 11:52:56,Southport Ave & Waveland Ave,13235,Clark St & Drummond Pl,TA1307000142,41.94815,-87.66394,41.931248,-87.644336,member
14503AED2DD01B87,classic_bike,2022-01-20 06:22:40,2022-01-20 06:26:00,Michigan Ave & Washington St,13001,Michigan Ave & Ida B Wells Dr,TA1305000010,41.8839840647265,-87.6246839761734,41.876243,-87.624426,member
760CC9D7CB84190B,classic_bike,2022-01-26 18:12:08,2022-01-26 18:15:42,Dearborn St & Erie St,13045,Sedgwick St & Huron St,TA1307000062,41.893992,-87.629318,41.894666,-87.638437,member
B2922A35C50C40AE,electric_bike,2022-01-30 13:57:01,2022-01-30 14:08:34,Clark St & North Ave,13128,Milwaukee Ave & Wabansia Ave,13243,41.911928333333336,-87.632022,41.912616,-87.681391,member
154222B86A338ABD,electric_bike,2022-01-17 07:34:41,2022-01-17 08:00:08,Racine Ave & 15th St,13304,Clinton St & Washington Blvd,WL-012,41.861251333333335,-87.65650016666666,41.88338,-87.64117,member
8636E7ECF17C8992,electric_bike,2022-01-07 17:03:16,2022-01-07 17:07:12,LaSalle St & Washington St,13006,Michigan Ave & Washington St,13001,41.882788833333336,-87.6324335,41.8839840647265,-87.6246839761734,member
A184D11FDF48937A,classic_bike,2022-01-12 16:39:28,2022-01-12 16:53:00,Glenwood Ave & Touhy Ave,525,Clark St & Bryn Mawr Ave,KA1504000151,42.012701,-87.666058,41.983593,-87.669154,casual
7FDBEE28EA25CB26,electric_bike,2022-01-20 18:35:59,2022-01-20 18:39:39,Milwaukee Ave & Rockwell St,13242,Western Ave & Winnebago Ave,13068,41.920266,-87.69267566666667,41.91552,-87.687022,member
9471ED3E79CEB8DB,classic_bike,2022-01-16 14:50:56,2022-01-16 15:00:50,Clark St & Wellington Ave,TA1307000136,Southport Ave & Roscoe St,13071,41.9364968219,-87.6475386582,41.943739,-87.66402,member
F5946163B8A403BE,classic_bike,2022-01-14 09:55:20,2022-01-14 09:59:43,Halsted St & Roscoe St,TA1309000025,Broadway & Sheridan Rd,13323,41.94367,-87.64895,41.952833,-87.649993,member
D60D2DA68F5125E1,classic_bike,2022-01-01 20:12:50,2022-01-01 20:25:59,Wood St & Milwaukee Ave,13221,Milwaukee Ave & Rockwell St,13242,41.907655,-87.672552,41.92019556200566,-87.69265919923781,member
17E7B4B636B05DE2,classic_bike,2022-01-19 21:07:30,2022-01-19 21:16:47,Halsted St & Clybourn Ave,331,Franklin St & Chicago Ave,13017,41.909668,-87.648128,41.896746973093805,-87.63566762208939,casual
06FC7D6C7F0CFFC0,classic_bike,2022-01-17 08:45:31,2022-01-17 08:59:59,Wells St & Concord Ln,TA1308000050,Clark St & Lake St,KA1503000012,41.912133,-87.634656,41.88602082773,-87.6308760584,member
B0F5907DC97CA7BF,classic_bike,2022-01-28 18:39:55,2022-01-28 18:49:19,Shore Dr & 55th St,TA1308000009,Shore Dr & 55th St,TA1308000009,41.795212,-87.580715,41.795212,-87.580715,member
2ACDF81B8D7FE948,classic_bike,2022-01-16 16:37:53,2022-01-16 17:01:53,Wells St & Huron St,TA1306000012,Southport Ave & Roscoe St,13071,41.894722,-87.634362,41.943739,-87.66402,casual
EF886DFDA92BE029,classic_bike,2022-01-10 08:05:45,2022-01-10 08:10:19,Ogden Ave & Race Ave,13194,Carpenter St & Huron St,13196,41.891795,-87.658751,41.894556,-87.653449,casual
92C53CCAB35EB482,docked_bike,2022-01-27 15:07:06,2022-01-27 15:13:06,Clark St & Randolph St,TA1305000030,Columbus Dr & Randolph St,13263,41.884576,-87.63189,41.884728,-87.619521,casual
54DC9CCF4AB58C02,electric_bike,2022-01-13 16:46:56,2022-01-13 16:51:58,Franklin St & Jackson Blvd,TA1305000025,Clinton St & Lake St,13021,41.877628326,-87.63508594,41.885637,-87.641823,member
8DAC771AE9B73497,classic_bike,2022-01-30 15:43:02,2022-01-30 15:44:45,Wood St & 35th St,KA1503000066,Wood St & 35th St,KA1503000066,41.83010465416,-87.6702983089,41.83010465416,-87.6702983089,member
F7D33E918C3B3CC8,electric_bike,2022-01-24 17:35:18,2022-01-24 17:45:34,State St & Randolph St,TA1305000029,Wells St & Polk St,SL-011,41.88455983333333,-87.62802333333333,41.872596,-87.633502,member
67988288E4DD409C,classic_bike,2022-01-15 16:49:45,2022-01-15 17:04:32,State St & Harrison St,SL-007,Michigan Ave & 14th St,TA1307000124,41.874053,-87.627716,41.864059,-87.623727,casual
A7BB855515DA42AF,electric_bike,2022-01-20 08:12:59,2022-01-20 08:24:05,Canal St & Monroe St,13056,Franklin St & Chicago Ave,13017,41.88198383333334,-87.639587,41.896746973093805,-87.63566762208939,member
7197F24A7E0E13E5,electric_bike,2022-01-27 19:31:18,2022-01-27 19:36:36,St. Clair St & Erie St,13016,Dearborn Pkwy & Delaware Pl,TA1307000128,41.89455483333333,-87.62285116666666,41.898969,-87.629912,member
ABD03CA4BD7F0565,classic_bike,2022-01-06 17:55:28,2022-01-06 17:59:39,Sheridan Rd & Montrose Ave,TA1307000107,Sheridan Rd & Lawrence Ave,TA1309000041,41.96167,-87.65464,41.969517,-87.654691,member
DFD17D2A542CB28B,classic_bike,2022-01-19 17:17:32,2022-01-19 17:23:35,Clinton St & Jackson Blvd,638,Aberdeen St & Monroe St,13156,41.87831661183069,-87.64098107814789,41.880419,-87.655519,member
34B6D58C8056CA4A,classic_bike,2022-01-15 15:44:30,2022-01-15 15:53:56,Western Ave & Walton St,KA1504000103,Ashland Ave & Division St,13061,41.89841768945,-87.6865960164,41.90345,-87.667747,member
A45F5326BBB0AD95,classic_bike,2022-01-26 11:55:58,2022-01-26 12:03:13,Wood St & Taylor St (Temp),13285,Western Ave & Fillmore St,644,41.869265218438194,-87.67373085021973,41.868563,-87.686234,member
F849EC7F2A272C0C,classic_bike,2022-01-04 14:10:22,2022-01-04 14:26:56,Lake Park Ave & 47th St,TA1308000035,Shore Dr & 55th St,TA1308000009,41.809443,-87.591875,41.795212,-87.580715,member
C81A2E10E69C1ADD,electric_bike,2022-01-04 16:33:22,2022-01-04 16:38:58,Franklin St & Monroe St,TA1309000007,Clinton St & Lake St,13021,41.879185,-87.63561866666667,41.885637,-87.641823,member
8B45897FC43D41C2,classic_bike,2022-01-05 18:50:52,2022-01-05 18:53:27,Michigan Ave & Madison St,13036,State St & Randolph St,TA1305000029,41.882134,-87.625125,41.88462107257936,-87.62783423066139,member
3436522DA176FA94,electric_bike,2022-01-20 14:45:15,2022-01-20 14:47:54,Southport Ave & Waveland Ave,13235,Ashland Ave & Grace St,13319,41.948019505,-87.664227605,41.950687,-87.6687,member
BDD5E846A4B48475,electric_bike,2022-01-19 14:24:35,2022-01-19 14:42:39,Orleans St & Hubbard St,636,State St & Randolph St,TA1305000029,41.889514,-87.636745,41.88462107257936,-87.62783423066139,member
BA25695D428B5D2F,classic_bike,2022-01-25 18:54:27,2022-01-25 19:02:02,Ashland Ave & Division St,13061,Wood St & Augusta Blvd,657,41.90345,-87.667747,41.899181,-87.6722,member
F85EFC7FC8CB821F,classic_bike,2022-01-21 09:44:01,2022-01-21 09:53:26,Damen Ave & Charleston St,13288,Sheffield Ave & Webster Ave,TA1309000033,41.920082,-87.677855,41.92154,-87.653818,casual
5294ED76735DFEB8,classic_bike,2022-01-23 18:07:51,2022-01-23 18:12:41,Canal St & Monroe St,13056,Franklin St & Jackson Blvd,TA1305000025,41.88169,-87.63953,41.8777079559,-87.6353211408,member
1AAAE8A3CB70D4A1,electric_bike,2022-01-19 17:24:33,2022-01-19 17:36:59,Stave St & Armitage Ave,13266,Bissell St & Armitage Ave,13059,41.917757,-87.69144033333333,41.91801814237187,-87.65218198299408,member
6172C7DA458557A7,electric_bike,2022-01-13 18:39:14,2022-01-13 18:49:40,State St & 54th St,646,Ellis Ave & 53rd St,KA1503000052,41.7966235,-87.62595533333334,41.79933626261,-87.6009581145,member
22096565E8AF075C,classic_bike,2022-01-14 16:10:37,2022-01-14 16:10:45,Clinton St & Lake St,13021,Clinton St & Lake St,13021,41.885637,-87.641823,41.885637,-87.641823,member
B45F464F677094C2,electric_bike,2022-01-22 15:58:15,2022-01-22 16:05:22,Wolcott Ave & Polk St,TA1309000064,Ada St & Washington Blvd,13353,41.87135516666667,-87.67365066666666,41.88283,-87.661206,casual
3868F446FB96514F,classic_bike,2022-01-22 09:01:34,2022-01-22 09:05:13,Wells St & Huron St,TA1306000012,Wells St & Elm St,KA1504000135,41.894722,-87.634362,41.903222,-87.634324,member
4B5E9053D030DBB3,classic_bike,2022-01-13 18:14:37,2022-01-13 18:22:24,Wabash Ave & Grand Ave,TA1307000117,Clinton St & Lake St,13021,41.891466,-87.626761,41.885637,-87.641823,member
A189767C6EFEF211,classic_bike,2022-01-06 11:52:41,2022-01-06 11:58:47,Ashland Ave & Grace St,13319,Ashland Ave & Grace St,13319,41.950687,-87.6687,41.950687,-87.6687,member
07C7CB3EBF713916,electric_bike,2022-01-13 18:34:12,2022-01-13 18:45:10,Chicago Ave & Washington St,E002,Eastlake Ter & Rogers Ave,523,42.0325815,-87.67917716666666,42.0208872805206,-87.66505792737007,member
